t, ir, imu 
191.62000, -177.84579, 31356.00000
191.67000, 10.02524, 31106.00000
191.72000, 7.34769, 32126.00000
191.77000, 241.90185, 31498.00000
191.82000, 203.56242, 30744.00000
191.87000, -297.06112, 32270.00000
191.92000, 173.29492, 30778.00000
191.97000, 0.72976, 32508.00000
192.02000, 87.58628, 30468.00000
192.07000, -79.81747, 29538.00000
192.12000, -900.90327, 31878.00000
192.17000, 96.84878, 31990.00000
192.22000, 605.21246, 30144.00000
192.27000, -303.71258, 32476.00000
192.32000, 195.14261, 31264.00000
192.37000, 363.34788, 31590.00000
192.42000, -100.44987, 31880.00000
192.47000, 215.41838, 31680.00000
192.52000, 86.63047, 31044.00000
192.57000, -207.90383, 31946.00000
192.62000, 12.78882, 31186.00000
192.67000, -24.57982, 31802.00000
192.72000, -80.62984, 30908.00000
192.77000, -137.56115, 31818.00000
192.82000, -69.16243, 31232.00000
192.87000, 16.64407, 30980.00000
192.92000, -262.20459, 31464.00000
192.97000, -24.81308, 30832.00000
193.02000, -101.06985, 31518.00000
193.07000, -18.61363, 29706.00000
193.12000, -352.81204, 31084.00000
193.17000, -220.67292, 32260.00000
193.22000, 654.04464, 31684.00000
193.27000, 397.48736, 31824.00000
193.32000, 159.43939, 30904.00000
193.37000, -67.28008, 30522.00000
193.42000, -369.64498, 31068.00000
193.47000, -87.32727, 31274.00000
193.52000, 129.97668, 31386.00000
193.57000, 125.70923, 32446.00000
193.62000, 436.26686, 29846.00000
193.67000, -285.76901, 30848.00000
193.72000, -475.83921, 31550.00000
193.77000, 300.10005, 30676.00000
193.82000, -40.80168, 32594.00000
193.87000, 358.47220, 33282.00000
193.92000, 911.45475, 31488.00000
193.97000, 21.22919, 30532.00000
194.02000, -670.37926, 31716.00000
194.07000, -176.72660, 31532.00000
194.12000, 50.02170, 31688.00000
194.17000, -86.77224, 29480.00000
194.22000, -677.15257, 31462.00000
194.27000, -322.52117, 30982.00000
194.32000, 190.83728, 30918.00000
194.37000, -156.50373, 31920.00000
194.42000, 281.31209, 31474.00000
194.47000, 271.44392, 31708.00000
194.52000, 100.94264, 33598.00000
194.57000, 747.25333, 32928.00000
194.62000, 633.83302, 31928.00000
194.67000, -175.44728, 30824.00000
194.72000, -614.91941, 32248.00000
194.77000, -204.11262, 31292.00000
194.82000, -134.10905, 32260.00000
194.87000, -144.23775, 30872.00000
194.92000, -255.57126, 32564.00000
194.97000, -43.15705, 31494.00000
195.02000, 81.31081, 31604.00000
195.07000, -277.14439, 32162.00000
195.12000, 105.09860, 32016.00000
195.17000, 107.60031, 32706.00000
195.22000, 206.77752, 31778.00000
195.27000, 15.41802, 32020.00000
195.32000, -165.22262, 32334.00000
195.37000, 99.79990, 31424.00000
195.42000, -192.84512, 31630.00000
195.47000, -273.07440, 31450.00000
195.52000, -123.55585, 31956.00000
195.57000, 6.38072, 31782.00000
195.62000, 81.60893, 31982.00000
195.67000, 66.92623, 31900.00000
195.72000, 99.08061, 31828.00000
195.77000, 28.30287, 31864.00000
195.82000, 38.37474, 31716.00000
195.87000, 6.80473, 31494.00000
195.92000, -83.93203, 31714.00000
195.97000, -5.73407, 31472.00000
196.02000, -2.09147, 31528.00000
196.07000, -32.58264, 31796.00000
196.12000, 113.95962, 32074.00000
196.17000, 225.98406, 31896.00000
196.22000, 151.41855, 32648.00000
196.27000, 289.89139, 32408.00000
196.32000, 285.24043, 32228.00000
196.37000, 26.96841, 31612.00000
196.42000, -193.93780, 32124.00000
196.47000, -114.53293, 31854.00000
196.52000, -43.69211, 32470.00000
196.57000, 29.87938, 32020.00000
196.62000, 18.23638, 32458.00000
196.67000, -15.99839, 32442.00000
196.72000, 90.97052, 31802.00000
196.77000, -199.39626, 32670.00000
196.82000, -17.04893, 32204.00000
196.87000, 40.11647, 32240.00000
196.92000, -154.26991, 32284.00000
196.97000, -54.12311, 32160.00000
197.02000, -94.31857, 32416.00000
197.07000, -33.80781, 31812.00000
197.12000, -159.40194, 32390.00000
